Site Description,Histology,Histology Description,Histology/Behavior,Histology/Behavior Description,,,,,
KIDNEY,896,CLEAR CELL SARC/NEPHROBLASTOMA,8964/3,Clear cell sarcoma of kidney,,,,,
KIDNEY,898,"CARCINOSARCOMA, NOS",8980/3,"Carcinosarcoma, NOS",,,,,
KIDNEY,898,"CARCINOSARCOMA, NOS",8981/3,"Carcinosarcoma, embryonal type",,,,,
KIDNEY,898,"CARCINOSARCOMA, NOS",8982/3,Malignant myoepithelioma,,,,,
KIDNEY,899,"MESENCHYMOMA, MALIGNANT",8990/3,"Mesenchymoma, malignant",,,,,
KIDNEY,899,"MESENCHYMOMA, MALIGNANT",8991/3,Embryonal sarcoma,,,,,
KIDNEY,950,"NEUROBLASTOMA, NOS",9500/3,"Neuroblastoma, NOS",,,,,
KIDNEY,950,"NEUROBLASTOMA, NOS",9501/3,"Medulloepithelioma, NOS",,,,,
KIDNEY,950,"NEUROBLASTOMA, NOS",9502/3,Teratoid medulloepithelioma,,,,,
KIDNEY,950,"NEUROBLASTOMA, NOS",9503/3,"Neuroepithelioma, NOS",,,,,
KIDNEY,950,"NEUROBLASTOMA, NOS",9504/3,Spongioneuroblastoma,,,,,
KIDNEY,950,"NEUROBLASTOMA, NOS",9505/3,"Ganglioglioma, anaplastic",,,,,
KIDNEY,959,"MALIGNANT LYMPHOMA, NOS",9590/3,"Malignant lymphoma, NOS",,,,,
KIDNEY,959,"MALIGNANT LYMPHOMA, NOS",9591/3,"Malignant lymphoma, non-Hodgkin",,,,,
KIDNEY,959,"MALIGNANT LYMPHOMA, NOS",9596/3,Composite Hodgkin and non-Hodgkin lymphoma,,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9650/3,"Hodgkin lymphoma, NOS",,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9651/3,"Hodgkin lymphoma, lymphocyte-rich",,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS",,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS",,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis",,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular",,,,,
KIDNEY,965,HODGKIN LYMPHOMA,9659/3,"Hodgkin lymph., nodular lymphocyte predom.",,,,,
KIDNEY,966,"HODGKIN LYMPHOMA, NOD. SCLER.",9661/3,Hodgkin granuloma [obs],,,,,
KIDNEY,966,"HODGKIN LYMPHOMA, NOD. SCLER.",9662/3,Hodgkin sarcoma [obs],,,,,
KIDNEY,966,"HODGKIN LYMPHOMA, NOD. SCLER.",9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,
KIDNEY,966,"HODGKIN LYMPHOMA, NOD. SCLER.",9664/3,"Hodgkin lymphoma, nod. scler., cellular phase",,,,,
KIDNEY,966,"HODGKIN LYMPHOMA, NOD. SCLER.",9665/3,"Hodgkin lymphoma, nod. scler., grade 1",,,,,
KIDNEY,966,"HODGKIN LYMPHOMA, NOD. SCLER.",9667/3,"Hodgkin lymphoma, nod. scler., grade 2",,,,,
KIDNEY,967,"ML, SMALL B-CELL LYMPHOCYTIC",9670/3,"ML, small B lymphocytic, NOS",,,,,
KIDNEY,967,"ML, SMALL B-CELL LYMPHOCYTIC",9671/3,"ML, lymphoplasmacytic",,,,,
KIDNEY,967,"ML, SMALL B-CELL LYMPHOCYTIC",9673/3,Mantle cell lymphoma,,,,,
KIDNEY,967,"ML, SMALL B-CELL LYMPHOCYTIC",9675/3,"ML, mixed sm. and lg. cell, diffuse",,,,,
KIDNEY,968,"ML, LARGE B-CELL, DIFFUSE",9680/3,"ML, large B-cell, diffuse",,,,,
KIDNEY,968,"ML, LARGE B-CELL, DIFFUSE",9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS",,,,,
KIDNEY,968,"ML, LARGE B-CELL, DIFFUSE",9687/3,"Burkitt lymphoma, NOS",,,,,
KIDNEY,968,"ML, LARGE B-CELL, DIFFUSE",9688/3,T-cell histiocyte rich large B-cell lymphoma,,,,,
KIDNEY,969,"FOLLIC. & MARGINAL LYMPH, NOS",9690/3,"Follicular lymphoma, NOS",,,,,
KIDNEY,969,"FOLLIC. & MARGINAL LYMPH, NOS",9691/3,"Follicular lymphoma, grade 2",,,,,
KIDNEY,969,"FOLLIC. & MARGINAL LYMPH, NOS",9695/3,"Follicular lymphoma, grade 1",,,,,
KIDNEY,969,"FOLLIC. & MARGINAL LYMPH, NOS",9698/3,"Follicular lymphoma, grade 3",,,,,
KIDNEY,969,"FOLLIC. & MARGINAL LYMPH, NOS",9699/3,"Marginal zone B-cell lymphoma, NOS",,,,,
KIDNEY,970,T-CELL LYMPHOMAS,9701/3,Sezary syndrome,,,,,
KIDNEY,970,T-CELL LYMPHOMAS,9702/3,"Mature T-cell lymphoma, NOS",,,,,
KIDNEY,970,T-CELL LYMPHOMAS,9705/3,Angioimmunoblastic T-cell lymphoma,,,,,
KIDNEY,971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9712/3,Intravascular large B-cell lymphoma,,,,,
KIDNEY,971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9714/3,"Anaplastic large cell lymphoma, T-cell and Null cell type",,,,,
KIDNEY,971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9715/3,"Anaplastic large cell lymphoma, ALK negative",,,,,
KIDNEY,971,OTHER SPEC. NON-HODGKIN LYMPHOMA,9719/3,"NK/T-cell lymphoma, nasal and nasal-type",,,,,
KIDNEY,972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9724/3,SystemicEBV pos. T-cell lymphoproliferative disease of childhood,,,,,
KIDNEY,972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9727/3,"Precursor cell lymphoblastic lymphoma, NOS",,,,,
KIDNEY,972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9728/3,Precursor B-cell lymphoblastic lymphoma,,,,,
KIDNEY,972,PRECURS. CELL LYMPHOBLASTIC LYMPH.,9729/3,Precursor T-cell lymphoblastic lymphoma,,,,,
KIDNEY,973,PLASMA CELL TUMORS,9731/3,"Plasmacytoma, NOS",,,,,
KIDNEY,973,PLASMA CELL TUMORS,9734/3,"Plasmacytoma, extramedullary",,,,,
KIDNEY,973,PLASMA CELL TUMORS,9735/3,Plasmablastic lymphoma,,,,,
KIDNEY,973,PLASMA CELL TUMORS,9737/3,ALK positive large B-cell lymphoma,,,,,
KIDNEY,973,PLASMA CELL TUMORS,9738/3,Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ,,,,,
KIDNEY,974,MAST CELL TUMORS,9740/3,Mast cell sarcoma,,,,,
KIDNEY,974,MAST CELL TUMORS,9741/3,Malignant mastocytosis,,,,,
KIDNEY,974,MAST CELL TUMORS,9749/3,Erdhiem-Chester Disease,,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9750/3,Malignant histiocytosis,,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9751/3,"Langerhans cell histiocytosis, NOS",,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9754/3,"Langerhans cell histiocytosis, disseminated",,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9755/3,Histiocytic sarcoma,,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9756/3,Langerhans cell sarcoma,,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9757/3,Interdigitating dendritic cell sarcoma,,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9758/3,Follicular dendritic cell sarcoma,,,,,
KIDNEY,975,NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS,9759/3,Fibroblastic reticular cell tumor,,,,,
KIDNEY,976,IMMUNOPROLIFERATIVE DISEASES,9766/3,"Lymphomatoid granulomatosis, grade 3",,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9811/3,"B lymphoblastic leukemia/lymphoma, NOS",,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9812/3,Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1,,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9813/3,Leukemia/lymphoma with t(v;11q23);MLL rearranged,,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9814/3,Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1),,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9815/3,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9816/3,Leukemia/lymphoma with hypodiploidy (hypodiploid ALL),,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9817/3,B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH,,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9818/3,Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1),,,,,
KIDNEY,981,PRECURSOR LYMPHOID NEOPLASMS,9819/3,"B-lymphocytic leukemia/lymphoma, BCR-ABL1-like",,,,,
KIDNEY,982,"LYMPHOID LEUKEMIA, NOS",9823/3,Chronic lymphocytic leukemia/small lymphocytic lymphoma,,,,,
KIDNEY,983,PROLYMPH/PRECURS LEUKEMIA,9831/3,T-cell large granular lymphocytic leukemia,,,,,
KIDNEY,983,PROLYMPH/PRECURS LEUKEMIA,9837/3,T lymphoblastic leukemia/lymphoma,,,,,
KIDNEY,996,CHRONIC MYELOPROLIFERATIVE DIS.,9965/3,Myeloid and lymphoid neoplasms with PDGFRB rearrangement,,,,,
KIDNEY,996,CHRONIC MYELOPROLIFERATIVE DIS.,9967/3,Myeloid and lymphoid neoplasm with FGFR1 abnormalities,,,,,
KIDNEY,997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9971/3,Polymorphic PTLD,,,,,
KIDNEY,997,MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,9975/3,"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable",,,,,
"RENAL PELVIS, URETER",800,NEOPLASM,8000/3,"Neoplasm, malignant",,,,,
"RENAL PELVIS, URETER",800,NEOPLASM,8001/3,"Tumor cells, malignant",,,,,
"RENAL PELVIS, URETER",800,NEOPLASM,8002/3,"Malignant tumor, small cell type",,,,,
"RENAL PELVIS, URETER",800,NEOPLASM,8003/3,"Malignant tumor, giant cell type",,,,,
"RENAL PELVIS, URETER",800,NEOPLASM,8004/3,"Malignant tumor, spindle cell type",,,,,
"RENAL PELVIS, URETER",800,NEOPLASM,8005/3,"Malignant tumor, clear cell type",,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8010/2,"Carcinoma in situ, NOS",,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8010/3,"Carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8011/3,"Epithelioma, malignant",,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8012/3,"Large cell carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8013/3,Large cell neuroendocrine carcinoma,,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8014/3,Large cell carcinoma with rhabdoid phenotype,,,,,
"RENAL PELVIS, URETER",801,"CARCINOMA, NOS",8015/3,Glassy cell carcinoma,,,,,
"RENAL PELVIS, URETER",802,"CARCINOMA, UNDIFF., NOS",8020/3,"Carcinoma, undifferentiated type, NOS",,,,,
"RENAL PELVIS, URETER",802,"CARCINOMA, UNDIFF., NOS",8021/3,"Carcinoma, anaplastic type, NOS",,,,,
"RENAL PELVIS, URETER",802,"CARCINOMA, UNDIFF., NOS",8022/3,Pleomorphic carcinoma,,,,,
"RENAL PELVIS, URETER",803,GIANT & SPINDLE CELL CARCINOMA,8030/3,Giant cell and spindle cell carcinoma,,,,,
"RENAL PELVIS, URETER",803,GIANT & SPINDLE CELL CARCINOMA,8031/3,Giant cell carcinoma,,,,,
"RENAL PELVIS, URETER",803,GIANT & SPINDLE CELL CARCINOMA,8032/3,Spindle cell carcinoma,,,,,
"RENAL PELVIS, URETER",803,GIANT & SPINDLE CELL CARCINOMA,8033/3,Pseudosarcomatous carcinoma,,,,,
"RENAL PELVIS, URETER",803,GIANT & SPINDLE CELL CARCINOMA,8034/3,Polygonal cell carcinoma,,,,,
"RENAL PELVIS, URETER",803,GIANT & SPINDLE CELL CARCINOMA,8035/3,Carcinoma with osteoclast-like giant cells,,,,,
"RENAL PELVIS, URETER",804,"SMALL CELL CARCINOMA, NOS",8041/3,"Small cell carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",804,"SMALL CELL CARCINOMA, NOS",8043/3,"Small cell carcinoma, fusiform cell",,,,,
"RENAL PELVIS, URETER",805,"PAPILLARY CARCINOMA, NOS",8050/2,Papillary carcinoma in situ,,,,,
"RENAL PELVIS, URETER",805,"PAPILLARY CARCINOMA, NOS",8050/3,"Papillary carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",805,"PAPILLARY CARCINOMA, NOS",8051/3,"Verrucous carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",805,"PAPILLARY CARCINOMA, NOS",8052/2,"Papillary squamous cell carcinoma, non-invasive",,,,,
"RENAL PELVIS, URETER",805,"PAPILLARY CARCINOMA, NOS",8052/3,Papillary squamous cell carcinoma,,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8070/2,"Squamous cell carcinoma in situ, NOS",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8070/3,"Squamous cell carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8071/3,"Sq. cell carcinoma, keratinizing, NOS",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8072/3,"Sq. cell carcinoma, lg. cell, non-ker.",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8073/3,"Sq. cell carcinoma, sm. cell, non-ker.",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8074/3,"Sq. cell carcinoma, spindle cell",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8075/3,"Squamous cell carcinoma, adenoid",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8076/2,Sq. cell carc. in situ with question. stromal invas.,,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8076/3,"Sq. cell carcinoma, micro-invasive",,,,,
"RENAL PELVIS, URETER",807,"SQUAMOUS CELL CARCINOMA, NOS",8078/3,Squamous cell carcinoma with horn formation,,,,,
"RENAL PELVIS, URETER",812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/2,Transitional cell carcinoma in situ,,,,,
"RENAL PELVIS, URETER",812,"TRANSITIONAL CELL CARCINOMA, NOS",8120/3,"Transitional cell carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",812,"TRANSITIONAL CELL CARCINOMA, NOS",8121/3,Schneiderian carcinoma,,,,,
"RENAL PELVIS, URETER",812,"TRANSITIONAL CELL CARCINOMA, NOS",8122/3,"Trans. cell carcinoma, spindle cell",,,,,
"RENAL PELVIS, URETER",812,"TRANSITIONAL CELL CARCINOMA, NOS",8123/3,Basaloid carcinoma,,,,,
"RENAL PELVIS, URETER",812,"TRANSITIONAL CELL CARCINOMA, NOS",8124/3,Cloacogenic carcinoma,,,,,
"RENAL PELVIS, URETER",813,PAPILLARY TRANS. CELL CARCINOMA,8130/2,"Papillary trans. cell carcinoma, non-invasive",,,,,
"RENAL PELVIS, URETER",813,PAPILLARY TRANS. CELL CARCINOMA,8130/3,Papillary trans. cell carcinoma,,,,,
"RENAL PELVIS, URETER",813,PAPILLARY TRANS. CELL CARCINOMA,8131/3,"Transitional cell carcinoma, micropapillary",,,,,
"RENAL PELVIS, URETER",814,"ADENOCARCINOMA, NOS",8140/2,Adenocarcinoma in situ,,,,,
"RENAL PELVIS, URETER",814,"ADENOCARCINOMA, NOS",8140/3,"Adenocarcinoma, NOS",,,,,
"RENAL PELVIS, URETER",814,"ADENOCARCINOMA, NOS",8141/3,Scirrhous adenocarcinoma,,,,,
"RENAL PELVIS, URETER",814,"ADENOCARCINOMA, NOS",8143/3,Superficial spreading adenocarcinoma,,,,,
"RENAL PELVIS, URETER",814,"ADENOCARCINOMA, NOS",8147/3,Basal cell adenocarcinoma,,,,,
"RENAL PELVIS, URETER",819,TRABECULAR ADENOCARCINOMA,8190/3,Trabecular adenocarcinoma,,,,,
"RENAL PELVIS, URETER",821,ADENOCA. IN ADENOMA. POLYP,8211/3,Tubular adenocarcinoma,,,,,
"RENAL PELVIS, URETER",823,"SOLID CARCINOMA, NOS",8230/2,"Duct carcinoma in situ, solid type",,,,,
"RENAL PELVIS, URETER",823,"SOLID CARCINOMA, NOS",8230/3,"Solid carcinoma, NOS",,,,,
"RENAL PELVIS, URETER",823,"SOLID CARCINOMA, NOS",8231/3,Carcinoma simplex,,,,,
"RENAL PELVIS, URETER",825,BRONCHIOLO-ALVEOLAR ADENOCA.,8255/3,Adenocarcinoma with mixed subtypes,,,,,
"RENAL PELVIS, URETER",826,"PAPILLARY ADENOCARCINOMA, NOS",8260/3,"Papillary adenocarcinoma, NOS",,,,,
"RENAL PELVIS, URETER",826,"PAPILLARY ADENOCARCINOMA, NOS",8261/2,Adenocarcinoma in situ in villous adenoma,,,,,
"RENAL PELVIS, URETER",831,"CLEAR CELL ADENOCARCINOMA, NOS",8310/3,"Clear cell adenocarcinoma, NOS",,,,,
"RENAL PELVIS, URETER",832,GRANULAR CELL CARCINOMA,8320/3,Granular cell carcinoma,,,,,
"RENAL PELVIS, URETER",832,GRANULAR CELL CARCINOMA,8323/3,Mixed cell adenocarcinoma,,,,,
"RENAL PELVIS, URETER",844,"CYSTADENOCARCINOMA, NOS",8440/3,"Cystadenocarcinoma, NOS",,,,,
"RENAL PELVIS, URETER",848,MUCINOUS ADENOCARCINOMA,8480/3,Mucinous adenocarcinoma,,,,,
"RENAL PELVIS, URETER",848,MUCINOUS ADENOCARCINOMA,8481/3,Mucin-producing adenocarcinoma,,,,,
"RENAL PELVIS, URETER",856,ADENOSQUAMOUS CARCINOMA,8560/3,Adenosquamous carcinoma,,,,,
"RENAL PELVIS, URETER",856,ADENOSQUAMOUS CARCINOMA,8562/3,Epithelial-myoepithelial carcinoma,,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8800/3,"Sarcoma, NOS",,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8801/3,Spindle cell sarcoma,,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8802/3,Giant cell sarcoma,,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8803/3,Small cell sarcoma,,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8804/3,Epithelioid sarcoma,,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8805/3,Undifferentiated sarcoma,,,,,
"RENAL PELVIS, URETER",880,"SARCOMA, NOS",8806/3,Desmoplastic small round cell tumor,,,,,
"RENAL PELVIS, URETER",881,FIBROMATOUS NEOPLASMS,8810/3,"Fibrosarcoma, NOS",,,,,
"RENAL PELVIS, URETER",881,FIBROMATOUS NEOPLASMS,8811/3,Fibromyxosarcoma,,,,,
"RENAL PELVIS, URETER",881,FIBROMATOUS NEOPLASMS,8813/3,Fascial fibrosarcoma,,,,,
"RENAL PELVIS, URETER",881,FIBROMATOUS NEOPLASMS,8814/3,Infantile fibrosarcoma,,,,,
"RENAL PELVIS, URETER",881,FIBROMATOUS NEOPLASMS,8815/3,"Solitary fibrous tumor, malignant",,,,,
"RENAL PELVIS, URETER",882,"SARCOMA, NOS",8825/3,Myofibroblastic sarcoma,,,,,
"RENAL PELVIS, URETER",883,"FIBROUS HISTIOCYTOMA, MAL.",8830/3,"Fibrous histiocytoma, malignant",,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8850/3,"Liposarcoma, NOS",,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8851/3,"Liposarcoma, well differentiated",,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8852/3,Myxoid liposarcoma,,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8853/3,Round cell liposarcoma,,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8854/3,Pleomorphic liposarcoma,,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8855/3,Mixed type liposarcoma,,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8857/3,Fibroblastic liposarcoma,,,,,
"RENAL PELVIS, URETER",885,LIPOSARCOMA NEOPLASMS,8858/3,Dedifferentiated liposarcoma,,,,,
"RENAL PELVIS, URETER",889,MYOMATOUS NEOPLASMS,8890/3,"Leiomyosarcoma, NOS",,,,,
"RENAL PELVIS, URETER",889,MYOMATOUS NEOPLASMS,8891/3,Epithelioid leiomyosarcoma,,,,,
"RENAL PELVIS, URETER",889,MYOMATOUS NEOPLASMS,8894/3,Angiomyosarcoma,,,,,
"RENAL PELVIS, URETER",889,MYOMATOUS NEOPLASMS,8895/3,Myosarcoma,,,,,
"RENAL PELVIS, URETER",889,MYOMATOUS NEOPLASMS,8896/3,Myxoid leiomyosarcoma,,,,,
"RENAL PELVIS, URETER",890,"RHABDOMYOSARCOMA, NOS",8900/3,"Rhabdomyosarcoma, NOS",,,,,
"RENAL PELVIS, URETER",890,"RHABDOMYOSARCOMA, NOS",8901/3,"Pleomorphic rhabdomyosarcoma, adult type",,,,,
"RENAL PELVIS, URETER",890,"RHABDOMYOSARCOMA, NOS",8902/3,Mixed type rhabdomyosarcoma,,,,,
"RENAL PELVIS, URETER",891,EMBRYONAL RHABDOMYOSARCOMA,8910/3,Embryonal rhabdomyosarcoma,,,,,
"RENAL PELVIS, URETER",891,EMBRYONAL RHABDOMYOSARCOMA,8912/3,Spindle cell rhabdomyosarcoma,,,,,
"RENAL PELVIS, URETER",895,MULLERIAN MIXED TUMOR,8950/3,Mullerian mixed tumor,,,,,
"RENAL PELVIS, URETER",895,MULLERIAN MIXED TUMOR,8951/3,Mesodermal mixed tumor,,,,,
"RENAL PELVIS, URETER",895,MULLERIAN MIXED TUMOR,8959/3,Malignant cystic nephroma,,,,,
"RENAL PELVIS, URETER",896,CLEAR CELL SARC/NEPHROBLASTOMA,8964/3,Clear cell sarcoma of kidney,,,,,
"RENAL PELVIS, URETER",898,"CARCINOSARCOMA, NOS",8980/3,"Carcinosarcoma, NOS",,,,,
"RENAL PELVIS, URETER",898,"CARCINOSARCOMA, NOS",8981/3,"Carcinosarcoma, embryonal type",,,,,
"RENAL PELVIS, URETER",898,"CARCINOSARCOMA, NOS",8982/3,Malignant myoepithelioma,,,,,
"RENAL PELVIS, URETER",899,"MESENCHYMOMA, MALIGNANT",8990/3,"Mesenchymoma, malignant",,,,,
"RENAL PELVIS, URETER",899,"MESENCHYMOMA, MALIGNANT",8991/3,Embryonal sarcoma,,,,,
"RENAL PELVIS, URETER",950,"NEUROBLASTOMA, NOS",9500/3,"Neuroblastoma, NOS",,,,,
"RENAL PELVIS, URETER",950,"NEUROBLASTOMA, NOS",9501/3,"Medulloepithelioma, NOS",,,,,
"RENAL PELVIS, URETER",950,"NEUROBLASTOMA, NOS",9502/3,Teratoid medulloepithelioma,,,,,
"RENAL PELVIS, URETER",950,"NEUROBLASTOMA, NOS",9503/3,"Neuroepithelioma, NOS",,,,,
"RENAL PELVIS, URETER",950,"NEUROBLASTOMA, NOS",9504/3,Spongioneuroblastoma,,,,,
"RENAL PELVIS, URETER",950,"NEUROBLASTOMA, NOS",9505/3,"Ganglioglioma, anaplastic",,,,,
"RENAL PELVIS, URETER",959,"MALIGNANT LYMPHOMA, NOS",9590/3,"Malignant lymphoma, NOS",,,,,
"RENAL PELVIS, URETER",959,"MALIGNANT LYMPHOMA, NOS",9591/3,"Malignant lymphoma, non-Hodgkin",,,,,
"RENAL PELVIS, URETER",959,"MALIGNANT LYMPHOMA, NOS",9596/3,Composite Hodgkin and non-Hodgkin lymphoma,,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9650/3,"Hodgkin lymphoma, NOS",,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9651/3,"Hodgkin lymphoma, lymphocyte-rich",,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9652/3,"Hodgkin lymphoma, mixed cellularity, NOS",,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9653/3,"Hodgkin lymphoma, lymphocytic deplet., NOS",,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9654/3,"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis",,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9655/3,"Hodgkin lymphoma, lymphocyt. deplet., reticular",,,,,
"RENAL PELVIS, URETER",965,HODGKIN LYMPHOMA,9659/3,"Hodgkin lymph., nodular lymphocyte predom.",,,,,
"RENAL PELVIS, URETER",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9661/3,Hodgkin granuloma [obs],,,,,
"RENAL PELVIS, URETER",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9662/3,Hodgkin sarcoma [obs],,,,,
"RENAL PELVIS, URETER",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9663/3,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,
"RENAL PELVIS, URETER",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9664/3,"Hodgkin lymphoma, nod. scler., cellular phase",,,,,
"RENAL PELVIS, URETER",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9665/3,"Hodgkin lymphoma, nod. scler., grade 1",,,,,
"RENAL PELVIS, URETER",966,"HODGKIN LYMPHOMA, NOD. SCLER.",9667/3,"Hodgkin lymphoma, nod. scler., grade 2",,,,,
"RENAL PELVIS, URETER",967,"ML, SMALL B-CELL LYMPHOCYTIC",9670/3,"ML, small B lymphocytic, NOS",,,,,
"RENAL PELVIS, URETER",967,"ML, SMALL B-CELL LYMPHOCYTIC",9671/3,"ML, lymphoplasmacytic",,,,,
"RENAL PELVIS, URETER",967,"ML, SMALL B-CELL LYMPHOCYTIC",9673/3,Mantle cell lymphoma,,,,,
"RENAL PELVIS, URETER",967,"ML, SMALL B-CELL LYMPHOCYTIC",9675/3,"ML, mixed sm. and lg. cell, diffuse",,,,,
"RENAL PELVIS, URETER",968,"ML, LARGE B-CELL, DIFFUSE",9680/3,"ML, large B-cell, diffuse",,,,,
"RENAL PELVIS, URETER",968,"ML, LARGE B-CELL, DIFFUSE",9684/3,"ML, large B-cell, diffuse, immunoblastic, NOS",,,,,
